title,kind,estMonthly,startupCost,hoursPerWeek,notes,url
Blog + Ads – Black Theory 101 – Set B,active,150,25,0.5,Batch 3 assets/week for black theory 101. Automate posts.,
Blog + Ads – Black Theory 101 – Set C,passive,150,0,3.0,Batch 3 assets/week for black theory 101. Automate posts.,
Blog + Ads – Black Theory 101 – Micro,passive,180,25,2.0,Batch 3 assets/week for black theory 101. Automate posts.,
Blog + Ads – Black Theory 101 – Starter,passive,180,0,1.0,Batch 3 assets/week for black theory 101. Automate posts.,
Blog + Ads – Black Theory 101 – Deluxe,passive,120,0,3.0,Batch 3 assets/week for black theory 101. Automate posts.,
Blog + Ads – Black Theory 101 – Bundle,active,90,10,2.0,Batch 3 assets/week for black theory 101. Automate posts.,
Blog + Ads – Black Theory 101 – Seasonal,passive,150,0,1.0,Batch 3 assets/week for black theory 101. Automate posts.,
Blog + Ads – Black Theory 101 – Collab,active,90,15,1.0,Batch 3 assets/week for black theory 101. Automate posts.,
Blog + Ads – Black Theory 101 – Limited,passive,150,15,2.0,Batch 3 assets/week for black theory 101. Automate posts.,
Blog + Ads – Queer Theory – Set A,passive,35,0,0.5,Batch 3 assets/week for queer theory. Automate posts.,
Blog + Ads – Queer Theory – Set B,active,35,0,0.5,Batch 3 assets/week for queer theory. Automate posts.,
Blog + Ads – Queer Theory – Set C,active,35,0,3.0,Batch 3 assets/week for queer theory. Automate posts.,
Blog + Ads – Queer Theory – Micro,passive,25,15,3.0,Batch 3 assets/week for queer theory. Automate posts.,
Blog + Ads – Queer Theory – Starter,passive,25,25,2.0,Batch 3 assets/week for queer theory. Automate posts.,
Blog + Ads – Queer Theory – Deluxe,active,150,0,3.0,Batch 3 assets/week for queer theory. Automate posts.,
Blog + Ads – Queer Theory – Bundle,passive,75,0,1.0,Batch 3 assets/week for queer theory. Automate posts.,
Blog + Ads – Queer Theory – Seasonal,passive,60,0,3.0,Batch 3 assets/week for queer theory. Automate posts.,
Blog + Ads – Queer Theory – Collab,active,75,15,3.0,Batch 3 assets/week for queer theory. Automate posts.,
Blog + Ads – Queer Theory – Limited,active,25,0,2.0,Batch 3 assets/week for queer theory. Automate posts.,
Blog + Ads – Low‑Spoon Cooking – Set A,passive,75,25,2.0,Batch 3 assets/week for low‑spoon cooking. Automate posts.,
Blog + Ads – Low‑Spoon Cooking – Set B,active,120,0,1.5,Batch 3 assets/week for low‑spoon cooking. Automate posts.,
Blog + Ads – Low‑Spoon Cooking – Set C,active,45,0,3.0,Batch 3 assets/week for low‑spoon cooking. Automate posts.,
Blog + Ads – Low‑Spoon Cooking – Micro,passive,150,0,2.0,Batch 3 assets/week for low‑spoon cooking. Automate posts.,
Blog + Ads – Low‑Spoon Cooking – Starter,active,45,25,2.0,Batch 3 assets/week for low‑spoon cooking. Automate posts.,
Blog + Ads – Low‑Spoon Cooking – Deluxe,active,45,0,1.0,Batch 3 assets/week for low‑spoon cooking. Automate posts.,
Blog + Ads – Low‑Spoon Cooking – Bundle,passive,45,0,1.0,Batch 3 assets/week for low‑spoon cooking. Automate posts.,
Blog + Ads – Low‑Spoon Cooking – Seasonal,passive,25,0,1.0,Batch 3 assets/week for low‑spoon cooking. Automate posts.,
Blog + Ads – Low‑Spoon Cooking – Collab,passive,150,25,3.0,Batch 3 assets/week for low‑spoon cooking. Automate posts.,
Blog + Ads – Low‑Spoon Cooking – Limited,active,90,25,1.0,Batch 3 assets/week for low‑spoon cooking. Automate posts.,
Affiliate Minisite – Electrolytes – Set A,active,180,10,1.0,Batch 3 assets/week for electrolytes. Automate posts.,
Affiliate Minisite – Electrolytes – Set B,passive,60,0,1.5,Batch 3 assets/week for electrolytes. Automate posts.,
Affiliate Minisite – Electrolytes – Set C,passive,60,25,1.0,Batch 3 assets/week for electrolytes. Automate posts.,
Affiliate Minisite – Electrolytes – Micro,active,90,0,1.0,Batch 3 assets/week for electrolytes. Automate posts.,
Affiliate Minisite – Electrolytes – Starter,active,150,25,1.5,Batch 3 assets/week for electrolytes. Automate posts.,
Affiliate Minisite – Electrolytes – Deluxe,passive,150,15,1.0,Batch 3 assets/week for electrolytes. Automate posts.,
Affiliate Minisite – Electrolytes – Bundle,passive,180,0,0.5,Batch 3 assets/week for electrolytes. Automate posts.,
Affiliate Minisite – Electrolytes – Seasonal,passive,90,0,1.0,Batch 3 assets/week for electrolytes. Automate posts.,
Affiliate Minisite – Electrolytes – Collab,active,180,25,1.5,Batch 3 assets/week for electrolytes. Automate posts.,
Affiliate Minisite – Electrolytes – Limited,passive,35,25,1.5,Batch 3 assets/week for electrolytes. Automate posts.,
Affiliate Minisite – Mobility Aids – Set A,active,25,40,0.5,Batch 3 assets/week for mobility aids. Automate posts.,
Affiliate Minisite – Mobility Aids – Set B,active,35,0,1.5,Batch 3 assets/week for mobility aids. Automate posts.,
Affiliate Minisite – Mobility Aids – Set C,passive,25,25,0.5,Batch 3 assets/week for mobility aids. Automate posts.,
Affiliate Minisite – Mobility Aids – Micro,passive,120,15,2.0,Batch 3 assets/week for mobility aids. Automate posts.,
Affiliate Minisite – Mobility Aids – Starter,passive,35,0,2.0,Batch 3 assets/week for mobility aids. Automate posts.,
Affiliate Minisite – Mobility Aids – Deluxe,passive,60,0,2.0,Batch 3 assets/week for mobility aids. Automate posts.,
Affiliate Minisite – Mobility Aids – Bundle,passive,90,0,2.0,Batch 3 assets/week for mobility aids. Automate posts.,
Affiliate Minisite – Mobility Aids – Seasonal,passive,150,0,0.5,Batch 3 assets/week for mobility aids. Automate posts.,
Affiliate Minisite – Mobility Aids – Collab,active,35,0,1.0,Batch 3 assets/week for mobility aids. Automate posts.,
Affiliate Minisite – Mobility Aids – Limited,active,120,25,1.0,Batch 3 assets/week for mobility aids. Automate posts.,
Affiliate Minisite – Ergonomic Tools – Set A,passive,25,10,0.5,Batch 3 assets/week for ergonomic tools. Automate posts.,
Affiliate Minisite – Ergonomic Tools – Set B,passive,35,40,2.0,Batch 3 assets/week for ergonomic tools. Automate posts.,
Affiliate Minisite – Ergonomic Tools – Set C,passive,120,0,0.5,Batch 3 assets/week for ergonomic tools. Automate posts.,
Affiliate Minisite – Ergonomic Tools – Micro,active,75,15,1.5,Batch 3 assets/week for ergonomic tools. Automate posts.,
Affiliate Minisite – Ergonomic Tools – Starter,passive,180,10,1.0,Batch 3 assets/week for ergonomic tools. Automate posts.,
Affiliate Minisite – Ergonomic Tools – Deluxe,passive,180,10,0.5,Batch 3 assets/week for ergonomic tools. Automate posts.,
Affiliate Minisite – Ergonomic Tools – Bundle,passive,180,40,1.0,Batch 3 assets/week for ergonomic tools. Automate posts.,
Affiliate Minisite – Ergonomic Tools – Seasonal,active,35,10,2.0,Batch 3 assets/week for ergonomic tools. Automate posts.,
Affiliate Minisite – Ergonomic Tools – Collab,active,120,0,1.0,Batch 3 assets/week for ergonomic tools. Automate posts.,
Affiliate Minisite – Ergonomic Tools – Limited,active,90,0,2.0,Batch 3 assets/week for ergonomic tools. Automate posts.,
Affiliate Minisite – Weighted Blankets – Set A,active,25,0,1.0,Batch 3 assets/week for weighted blankets. Automate posts.,
Affiliate Minisite – Weighted Blankets – Set B,active,35,0,0.5,Batch 3 assets/week for weighted blankets. Automate posts.,
Affiliate Minisite – Weighted Blankets – Set C,active,150,40,2.0,Batch 3 assets/week for weighted blankets. Automate posts.,
Affiliate Minisite – Weighted Blankets – Micro,active,90,40,2.0,Batch 3 assets/week for weighted blankets. Automate posts.,
Affiliate Minisite – Weighted Blankets – Starter,active,45,25,1.0,Batch 3 assets/week for weighted blankets. Automate posts.,
Affiliate Minisite – Weighted Blankets – Deluxe,passive,75,15,1.5,Batch 3 assets/week for weighted blankets. Automate posts.,
Affiliate Minisite – Weighted Blankets – Bundle,active,35,0,1.0,Batch 3 assets/week for weighted blankets. Automate posts.,
Affiliate Minisite – Weighted Blankets – Seasonal,active,150,15,1.5,Batch 3 assets/week for weighted blankets. Automate posts.,
Affiliate Minisite – Weighted Blankets – Collab,passive,90,15,2.0,Batch 3 assets/week for weighted blankets. Automate posts.,
Affiliate Minisite – Weighted Blankets – Limited,active,150,10,0.5,Batch 3 assets/week for weighted blankets. Automate posts.,
Affiliate Minisite – Air Purifiers – Set A,passive,45,10,1.0,Batch 3 assets/week for air purifiers. Automate posts.,
Affiliate Minisite – Air Purifiers – Set B,passive,180,0,1.5,Batch 3 assets/week for air purifiers. Automate posts.,
Affiliate Minisite – Air Purifiers – Set C,active,90,40,1.0,Batch 3 assets/week for air purifiers. Automate posts.,
Affiliate Minisite – Air Purifiers – Micro,passive,90,40,2.0,Batch 3 assets/week for air purifiers. Automate posts.,
Affiliate Minisite – Air Purifiers – Starter,active,35,0,0.5,Batch 3 assets/week for air purifiers. Automate posts.,
Affiliate Minisite – Air Purifiers – Deluxe,active,75,15,2.0,Batch 3 assets/week for air purifiers. Automate posts.,
Affiliate Minisite – Air Purifiers – Bundle,active,75,0,1.5,Batch 3 assets/week for air purifiers. Automate posts.,
Affiliate Minisite – Air Purifiers – Seasonal,passive,75,10,2.0,Batch 3 assets/week for air purifiers. Automate posts.,
Affiliate Minisite – Air Purifiers – Collab,active,120,0,1.0,Batch 3 assets/week for air purifiers. Automate posts.,
Affiliate Minisite – Air Purifiers – Limited,passive,25,25,2.0,Batch 3 assets/week for air purifiers. Automate posts.,
Affiliate Minisite – Compression Wear – Set A,active,60,0,1.5,Batch 3 assets/week for compression wear. Automate posts.,
Affiliate Minisite – Compression Wear – Set B,active,75,25,2.0,Batch 3 assets/week for compression wear. Automate posts.,
Affiliate Minisite – Compression Wear – Set C,passive,25,0,3.0,Batch 3 assets/week for compression wear. Automate posts.,
Affiliate Minisite – Compression Wear – Micro,passive,120,10,1.0,Batch 3 assets/week for compression wear. Automate posts.,
Affiliate Minisite – Compression Wear – Starter,passive,75,10,1.0,Batch 3 assets/week for compression wear. Automate posts.,
Affiliate Minisite – Compression Wear – Deluxe,passive,180,25,2.0,Batch 3 assets/week for compression wear. Automate posts.,
Affiliate Minisite – Compression Wear – Bundle,active,25,10,0.5,Batch 3 assets/week for compression wear. Automate posts.,
Affiliate Minisite – Compression Wear – Seasonal,passive,35,15,1.0,Batch 3 assets/week for compression wear. Automate posts.,
Affiliate Minisite – Compression Wear – Collab,active,75,0,2.0,Batch 3 assets/week for compression wear. Automate posts.,
Affiliate Minisite – Compression Wear – Limited,passive,45,0,3.0,Batch 3 assets/week for compression wear. Automate posts.,
Affiliate Minisite – Adaptive Utensils – Set A,passive,90,0,3.0,Batch 3 assets/week for adaptive utensils. Automate posts.,
Affiliate Minisite – Adaptive Utensils – Set B,active,90,0,1.0,Batch 3 assets/week for adaptive utensils. Automate posts.,
Affiliate Minisite – Adaptive Utensils – Set C,passive,35,25,2.0,Batch 3 assets/week for adaptive utensils. Automate posts.,
Affiliate Minisite – Adaptive Utensils – Micro,passive,60,40,2.0,Batch 3 assets/week for adaptive utensils. Automate posts.,
Affiliate Minisite – Adaptive Utensils – Starter,active,75,15,1.0,Batch 3 assets/week for adaptive utensils. Automate posts.,
Affiliate Minisite – Adaptive Utensils – Deluxe,passive,90,10,2.0,Batch 3 assets/week for adaptive utensils. Automate posts.,
Affiliate Minisite – Adaptive Utensils – Bundle,passive,90,15,3.0,Batch 3 assets/week for adaptive utensils. Automate posts.,
Affiliate Minisite – Adaptive Utensils – Seasonal,passive,35,0,0.5,Batch 3 assets/week for adaptive utensils. Automate posts.,
Affiliate Minisite – Adaptive Utensils – Collab,active,60,25,1.0,Batch 3 assets/week for adaptive utensils. Automate posts.,
Affiliate Minisite – Adaptive Utensils – Limited,passive,60,25,1.0,Batch 3 assets/week for adaptive utensils. Automate posts.,
Affiliate Minisite – Shower Stools – Set A,active,60,10,1.0,Batch 3 assets/week for shower stools. Automate posts.,
Affiliate Minisite – Shower Stools – Set B,passive,120,0,1.0,Batch 3 assets/week for shower stools. Automate posts.,
Affiliate Minisite – Shower Stools – Set C,passive,120,40,1.0,Batch 3 assets/week for shower stools. Automate posts.,
Affiliate Minisite – Shower Stools – Micro,active,180,10,1.0,Batch 3 assets/week for shower stools. Automate posts.,
Affiliate Minisite – Shower Stools – Starter,passive,150,25,1.5,Batch 3 assets/week for shower stools. Automate posts.,
Affiliate Minisite – Shower Stools – Deluxe,active,90,0,1.5,Batch 3 assets/week for shower stools. Automate posts.,
Affiliate Minisite – Shower Stools – Bundle,passive,60,0,1.0,Batch 3 assets/week for shower stools. Automate posts.,
Affiliate Minisite – Shower Stools – Seasonal,passive,180,10,1.0,Batch 3 assets/week for shower stools. Automate posts.,
Affiliate Minisite – Shower Stools – Collab,active,60,25,1.0,Batch 3 assets/week for shower stools. Automate posts.,
Affiliate Minisite – Shower Stools – Limited,passive,180,0,1.0,Batch 3 assets/week for shower stools. Automate posts.,
Affiliate Minisite – Heat/Ice Packs – Set A,passive,25,0,2.0,Batch 3 assets/week for heat/ice packs. Automate posts.,
Affiliate Minisite – Heat/Ice Packs – Set B,active,150,40,3.0,Batch 3 assets/week for heat/ice packs. Automate posts.,
Affiliate Minisite – Heat/Ice Packs – Set C,active,75,0,1.0,Batch 3 assets/week for heat/ice packs. Automate posts.,
Affiliate Minisite – Heat/Ice Packs – Micro,active,120,40,1.0,Batch 3 assets/week for heat/ice packs. Automate posts.,
Affiliate Minisite – Heat/Ice Packs – Starter,passive,150,10,3.0,Batch 3 assets/week for heat/ice packs. Automate posts.,
Affiliate Minisite – Heat/Ice Packs – Deluxe,passive,45,15,2.0,Batch 3 assets/week for heat/ice packs. Automate posts.,
Affiliate Minisite – Heat/Ice Packs – Bundle,active,120,15,2.0,Batch 3 assets/week for heat/ice packs. Automate posts.,
Affiliate Minisite – Heat/Ice Packs – Seasonal,active,120,15,3.0,Batch 3 assets/week for heat/ice packs. Automate posts.,
Affiliate Minisite – Heat/Ice Packs – Collab,active,180,0,3.0,Batch 3 assets/week for heat/ice packs. Automate posts.,
Affiliate Minisite – Heat/Ice Packs – Limited,active,120,0,1.5,Batch 3 assets/week for heat/ice packs. Automate posts.,
Affiliate Minisite – Desk Setups – Set A,active,25,0,1.5,Batch 3 assets/week for desk setups. Automate posts.,
Affiliate Minisite – Desk Setups – Set B,active,25,0,2.0,Batch 3 assets/week for desk setups. Automate posts.,
Affiliate Minisite – Desk Setups – Set C,passive,45,10,1.5,Batch 3 assets/week for desk setups. Automate posts.,
Affiliate Minisite – Desk Setups – Micro,active,120,10,2.0,Batch 3 assets/week for desk setups. Automate posts.,
Affiliate Minisite – Desk Setups – Starter,passive,75,40,0.5,Batch 3 assets/week for desk setups. Automate posts.,
Affiliate Minisite – Desk Setups – Deluxe,active,90,0,1.5,Batch 3 assets/week for desk setups. Automate posts.,
Affiliate Minisite – Desk Setups – Bundle,active,90,15,2.0,Batch 3 assets/week for desk setups. Automate posts.,
Affiliate Minisite – Desk Setups – Seasonal,active,120,40,2.0,Batch 3 assets/week for desk setups. Automate posts.,
Affiliate Minisite – Desk Setups – Collab,active,35,0,2.0,Batch 3 assets/week for desk setups. Automate posts.,
Affiliate Minisite – Desk Setups – Limited,active,60,0,1.0,Batch 3 assets/week for desk setups. Automate posts.,
Printables – Wall Calendars – Set A,active,35,25,3.0,Batch 3 assets/week for wall calendars. Automate posts.,
Printables – Wall Calendars – Set B,passive,45,0,2.0,Batch 3 assets/week for wall calendars. Automate posts.,
Printables – Wall Calendars – Set C,passive,60,40,2.0,Batch 3 assets/week for wall calendars. Automate posts.,
Printables – Wall Calendars – Micro,active,25,40,1.0,Batch 3 assets/week for wall calendars. Automate posts.,
Printables – Wall Calendars – Starter,passive,180,0,2.0,Batch 3 assets/week for wall calendars. Automate posts.,
Printables – Wall Calendars – Deluxe,active,25,25,1.0,Batch 3 assets/week for wall calendars. Automate posts.,
Printables – Wall Calendars – Bundle,passive,25,15,1.0,Batch 3 assets/week for wall calendars. Automate posts.,
Printables – Wall Calendars – Seasonal,passive,75,15,1.0,Batch 3 assets/week for wall calendars. Automate posts.,
Printables – Wall Calendars – Collab,passive,90,0,2.0,Batch 3 assets/week for wall calendars. Automate posts.,
Printables – Wall Calendars – Limited,passive,150,10,1.0,Batch 3 assets/week for wall calendars. Automate posts.,
Printables – Weekly Reset – Set A,active,90,10,2.0,Batch 3 assets/week for weekly reset. Automate posts.,
Printables – Weekly Reset – Set B,passive,120,10,1.5,Batch 3 assets/week for weekly reset. Automate posts.,
Printables – Weekly Reset – Set C,active,120,0,0.5,Batch 3 assets/week for weekly reset. Automate posts.,
Printables – Weekly Reset – Micro,passive,90,0,2.0,Batch 3 assets/week for weekly reset. Automate posts.,
Printables – Weekly Reset – Starter,passive,180,0,1.0,Batch 3 assets/week for weekly reset. Automate posts.,
Printables – Weekly Reset – Deluxe,active,180,15,1.5,Batch 3 assets/week for weekly reset. Automate posts.,
Printables – Weekly Reset – Bundle,active,25,10,2.0,Batch 3 assets/week for weekly reset. Automate posts.,
Printables – Weekly Reset – Seasonal,active,180,15,1.0,Batch 3 assets/week for weekly reset. Automate posts.,
Printables – Weekly Reset – Collab,passive,25,15,0.5,Batch 3 assets/week for weekly reset. Automate posts.,
Printables – Weekly Reset – Limited,passive,180,10,1.0,Batch 3 assets/week for weekly reset. Automate posts.,
Printables – Medication Logs – Set A,active,45,10,2.0,Batch 3 assets/week for medication logs. Automate posts.,
Printables – Medication Logs – Set B,passive,180,0,3.0,Batch 3 assets/week for medication logs. Automate posts.,
Printables – Medication Logs – Set C,active,25,25,0.5,Batch 3 assets/week for medication logs. Automate posts.,
Printables – Medication Logs – Micro,active,35,0,3.0,Batch 3 assets/week for medication logs. Automate posts.,
Printables – Medication Logs – Starter,passive,75,0,2.0,Batch 3 assets/week for medication logs. Automate posts.,
Printables – Medication Logs – Deluxe,active,180,0,2.0,Batch 3 assets/week for medication logs. Automate posts.,
Printables – Medication Logs – Bundle,passive,60,40,1.5,Batch 3 assets/week for medication logs. Automate posts.,
Printables – Medication Logs – Seasonal,active,120,25,3.0,Batch 3 assets/week for medication logs. Automate posts.,
Printables – Medication Logs – Collab,passive,150,25,2.0,Batch 3 assets/week for medication logs. Automate posts.,
Printables – Medication Logs – Limited,passive,180,0,1.0,Batch 3 assets/week for medication logs. Automate posts.,
Printables – POTS Hydration – Set A,active,150,0,1.0,Batch 3 assets/week for pots hydration. Automate posts.,
Printables – POTS Hydration – Set B,passive,180,25,1.5,Batch 3 assets/week for pots hydration. Automate posts.,
Printables – POTS Hydration – Set C,active,60,10,2.0,Batch 3 assets/week for pots hydration. Automate posts.,
Printables – POTS Hydration – Micro,passive,45,15,2.0,Batch 3 assets/week for pots hydration. Automate posts.,
Printables – POTS Hydration – Starter,active,180,25,1.0,Batch 3 assets/week for pots hydration. Automate posts.,
Printables – POTS Hydration – Deluxe,active,90,10,1.0,Batch 3 assets/week for pots hydration. Automate posts.,
Printables – POTS Hydration – Bundle,passive,25,15,3.0,Batch 3 assets/week for pots hydration. Automate posts.,
Printables – POTS Hydration – Seasonal,passive,150,25,1.5,Batch 3 assets/week for pots hydration. Automate posts.,
Printables – POTS Hydration – Collab,passive,25,0,1.5,Batch 3 assets/week for pots hydration. Automate posts.,
Printables – POTS Hydration – Limited,active,90,0,1.5,Batch 3 assets/week for pots hydration. Automate posts.,
Printables – Low‑Spoon Recipes – Set A,active,150,0,2.0,Batch 3 assets/week for low‑spoon recipes. Automate posts.,
Printables – Low‑Spoon Recipes – Set B,active,150,40,2.0,Batch 3 assets/week for low‑spoon recipes. Automate posts.,
Printables – Low‑Spoon Recipes – Set C,passive,120,25,0.5,Batch 3 assets/week for low‑spoon recipes. Automate posts.,
Printables – Low‑Spoon Recipes – Micro,active,150,15,3.0,Batch 3 assets/week for low‑spoon recipes. Automate posts.,
Printables – Low‑Spoon Recipes – Starter,active,180,15,0.5,Batch 3 assets/week for low‑spoon recipes. Automate posts.,
Printables – Low‑Spoon Recipes – Deluxe,passive,120,40,1.0,Batch 3 assets/week for low‑spoon recipes. Automate posts.,
Printables – Low‑Spoon Recipes – Bundle,passive,150,0,1.5,Batch 3 assets/week for low‑spoon recipes. Automate posts.,
Printables – Low‑Spoon Recipes – Seasonal,active,150,40,3.0,Batch 3 assets/week for low‑spoon recipes. Automate posts.,
Printables – Low‑Spoon Recipes – Collab,passive,35,15,1.0,Batch 3 assets/week for low‑spoon recipes. Automate posts.,
Printables – Low‑Spoon Recipes – Limited,active,180,25,0.5,Batch 3 assets/week for low‑spoon recipes. Automate posts.,
Printables – PT Exercise Cards – Set A,passive,45,0,2.0,Batch 3 assets/week for pt exercise cards. Automate posts.,
Printables – PT Exercise Cards – Set B,passive,35,0,2.0,Batch 3 assets/week for pt exercise cards. Automate posts.,
Printables – PT Exercise Cards – Set C,passive,60,0,0.5,Batch 3 assets/week for pt exercise cards. Automate posts.,
Printables – PT Exercise Cards – Micro,passive,45,0,1.5,Batch 3 assets/week for pt exercise cards. Automate posts.,
Printables – PT Exercise Cards – Starter,active,75,0,1.5,Batch 3 assets/week for pt exercise cards. Automate posts.,
Printables – PT Exercise Cards – Deluxe,passive,75,40,3.0,Batch 3 assets/week for pt exercise cards. Automate posts.,
Printables – PT Exercise Cards – Bundle,active,180,10,0.5,Batch 3 assets/week for pt exercise cards. Automate posts.,
Printables – PT Exercise Cards – Seasonal,passive,150,25,2.0,Batch 3 assets/week for pt exercise cards. Automate posts.,
Printables – PT Exercise Cards – Collab,passive,75,40,3.0,Batch 3 assets/week for pt exercise cards. Automate posts.,
Printables – PT Exercise Cards – Limited,passive,75,0,1.5,Batch 3 assets/week for pt exercise cards. Automate posts.,
Printables – Chore Bingo – Set A,passive,90,10,0.5,Batch 3 assets/week for chore bingo. Automate posts.,
Printables – Chore Bingo – Set B,active,180,0,3.0,Batch 3 assets/week for chore bingo. Automate posts.,
Printables – Chore Bingo – Set C,active,35,0,1.0,Batch 3 assets/week for chore bingo. Automate posts.,
Printables – Chore Bingo – Micro,active,45,0,1.0,Batch 3 assets/week for chore bingo. Automate posts.,
Printables – Chore Bingo – Starter,active,60,0,3.0,Batch 3 assets/week for chore bingo. Automate posts.,
Printables – Chore Bingo – Deluxe,passive,35,15,1.0,Batch 3 assets/week for chore bingo. Automate posts.,
Printables – Chore Bingo – Bundle,active,45,40,1.0,Batch 3 assets/week for chore bingo. Automate posts.,
Printables – Chore Bingo – Seasonal,passive,35,0,0.5,Batch 3 assets/week for chore bingo. Automate posts.,
Printables – Chore Bingo – Collab,passive,180,15,2.0,Batch 3 assets/week for chore bingo. Automate posts.,
Printables – Chore Bingo – Limited,active,35,0,1.5,Batch 3 assets/week for chore bingo. Automate posts.,
Printables – Spoon Budget – Set A,passive,180,0,1.5,Batch 3 assets/week for spoon budget. Automate posts.,
Printables – Spoon Budget – Set B,active,45,0,1.0,Batch 3 assets/week for spoon budget. Automate posts.,
Printables – Spoon Budget – Set C,passive,35,0,0.5,Batch 3 assets/week for spoon budget. Automate posts.,
Printables – Spoon Budget – Micro,active,75,10,2.0,Batch 3 assets/week for spoon budget. Automate posts.,
Printables – Spoon Budget – Starter,active,45,25,1.5,Batch 3 assets/week for spoon budget. Automate posts.,
Printables – Spoon Budget – Deluxe,active,60,0,0.5,Batch 3 assets/week for spoon budget. Automate posts.,
Printables – Spoon Budget – Bundle,passive,60,15,1.0,Batch 3 assets/week for spoon budget. Automate posts.,
Printables – Spoon Budget – Seasonal,active,120,0,2.0,Batch 3 assets/week for spoon budget. Automate posts.,
Printables – Spoon Budget – Collab,passive,180,15,1.0,Batch 3 assets/week for spoon budget. Automate posts.,
Printables – Spoon Budget – Limited,passive,180,0,1.0,Batch 3 assets/week for spoon budget. Automate posts.,
Printables – Pain Diary – Set A,passive,90,40,1.5,Batch 3 assets/week for pain diary. Automate posts.,
Printables – Pain Diary – Set B,passive,35,40,3.0,Batch 3 assets/week for pain diary. Automate posts.,
Printables – Pain Diary – Set C,active,60,10,2.0,Batch 3 assets/week for pain diary. Automate posts.,
Printables – Pain Diary – Micro,active,45,40,2.0,Batch 3 assets/week for pain diary. Automate posts.,
Printables – Pain Diary – Starter,active,60,0,1.5,Batch 3 assets/week for pain diary. Automate posts.,
Printables – Pain Diary – Deluxe,passive,150,40,1.5,Batch 3 assets/week for pain diary. Automate posts.,
Printables – Pain Diary – Bundle,active,35,0,3.0,Batch 3 assets/week for pain diary. Automate posts.,
Printables – Pain Diary – Seasonal,passive,45,40,0.5,Batch 3 assets/week for pain diary. Automate posts.,
Printables – Pain Diary – Collab,passive,75,40,1.0,Batch 3 assets/week for pain diary. Automate posts.,
Printables – Pain Diary – Limited,passive,180,0,1.0,Batch 3 assets/week for pain diary. Automate posts.,
Printables – Appointment Prep – Set A,passive,35,0,1.0,Batch 3 assets/week for appointment prep. Automate posts.,
Printables – Appointment Prep – Set B,passive,120,15,1.0,Batch 3 assets/week for appointment prep. Automate posts.,
Printables – Appointment Prep – Set C,active,90,25,2.0,Batch 3 assets/week for appointment prep. Automate posts.,
Printables – Appointment Prep – Micro,active,120,40,1.5,Batch 3 assets/week for appointment prep. Automate posts.,
Printables – Appointment Prep – Starter,active,150,40,1.0,Batch 3 assets/week for appointment prep. Automate posts.,
Printables – Appointment Prep – Deluxe,active,75,40,2.0,Batch 3 assets/week for appointment prep. Automate posts.,
Printables – Appointment Prep – Bundle,passive,180,0,1.0,Batch 3 assets/week for appointment prep. Automate posts.,
Printables – Appointment Prep – Seasonal,passive,90,0,2.0,Batch 3 assets/week for appointment prep. Automate posts.,
Printables – Appointment Prep – Collab,passive,45,40,0.5,Batch 3 assets/week for appointment prep. Automate posts.,
Printables – Appointment Prep – Limited,active,150,10,1.0,Batch 3 assets/week for appointment prep. Automate posts.,
Stock Media – CC0 Texture Packs – Set A,passive,45,0,1.0,Batch 3 assets/week for cc0 texture packs. Automate posts.,
Stock Media – CC0 Texture Packs – Set B,passive,150,0,2.0,Batch 3 assets/week for cc0 texture packs. Automate posts.,
Stock Media – CC0 Texture Packs – Set C,passive,45,0,2.0,Batch 3 assets/week for cc0 texture packs. Automate posts.,
Stock Media – CC0 Texture Packs – Micro,passive,25,10,3.0,Batch 3 assets/week for cc0 texture packs. Automate posts.,
Stock Media – CC0 Texture Packs – Starter,passive,180,0,3.0,Batch 3 assets/week for cc0 texture packs. Automate posts.,
Stock Media – CC0 Texture Packs – Deluxe,passive,150,40,2.0,Batch 3 assets/week for cc0 texture packs. Automate posts.,
Stock Media – CC0 Texture Packs – Bundle,passive,35,0,0.5,Batch 3 assets/week for cc0 texture packs. Automate posts.,
Stock Media – CC0 Texture Packs – Seasonal,passive,25,0,1.0,Batch 3 assets/week for cc0 texture packs. Automate posts.,
Stock Media – CC0 Texture Packs – Collab,passive,25,10,1.5,Batch 3 assets/week for cc0 texture packs. Automate posts.,
Stock Media – CC0 Texture Packs – Limited,passive,25,0,1.0,Batch 3 assets/week for cc0 texture packs. Automate posts.,
Stock Media – Phone Wallpapers – Set A,active,150,0,2.0,Batch 3 assets/week for phone wallpapers. Automate posts.,
Stock Media – Phone Wallpapers – Set B,active,150,25,3.0,Batch 3 assets/week for phone wallpapers. Automate posts.,
Stock Media – Phone Wallpapers – Set C,active,90,40,1.5,Batch 3 assets/week for phone wallpapers. Automate posts.,
Stock Media – Phone Wallpapers – Micro,passive,180,10,2.0,Batch 3 assets/week for phone wallpapers. Automate posts.,
Stock Media – Phone Wallpapers – Starter,active,120,25,1.5,Batch 3 assets/week for phone wallpapers. Automate posts.,
Stock Media – Phone Wallpapers – Deluxe,passive,25,25,1.5,Batch 3 assets/week for phone wallpapers. Automate posts.,
Stock Media – Phone Wallpapers – Bundle,passive,25,15,2.0,Batch 3 assets/week for phone wallpapers. Automate posts.,
Stock Media – Phone Wallpapers – Seasonal,active,120,15,0.5,Batch 3 assets/week for phone wallpapers. Automate posts.,
